state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perak,N.01 Pengkalan Hulu,Pengkalan Hulu,15369,12124,49,307
Perak,N.02 Temengor,Temengor,20534,15908,52,339
Perak,N.03 Kenering,Kenering,16965,13622,59,241
Perak,N.04 Kota Tampan,Kota Tampan,12787,10097,49,150
Perak,N.05 Selama,Selama,16483,13653,57,235
Perak,N.06 Kubu Gajah,Kubu Gajah,16615,13407,51,293
Perak,N.07 Batu Kurau,Batu Kurau,16355,13406,16,269
Perak,N.08 Titi Serong,Titi Serong,26726,22369,51,265
Perak,N.09 Kuala Kurau,Kuala Kurau,25134,20976,39,273
Perak,N.10 Alor Pongsu,Alor Pongsu,20901,16983,102,336
Perak,N.11 Gunong Semanggol,Gunong Semanggol,20510,16826,63,258
Perak,N.12 Selinsing,Selinsing,17882,14573,88,232
Perak,N.13 Kuala Sepetang,Kuala Sepetang,29294,24363,76,334
Perak,N.14 Changkat Jering,Changkat Jering,26848,22329,106,250
Perak,N.15 Trong,Trong,13731,11173,38,209
Perak,N.16 Kamunting,Kamunting,30000,23980,217,471
Perak,N.17 Pokok Assam,Pokok Assam,28590,22409,115,418
Perak,N.18 Aulong,Aulong,32139,24910,145,583
Perak,N.19 Chenderoh,Chenderoh,14420,11865,41,158
Perak,N.20 Lubok Merbau,Lubok Merbau,16576,13835,68,181
Perak,N.21 Lintang,Lintang,25389,20525,54,383
Perak,N.22 Jalong,Jalong,29613,23137,63,400
Perak,N.23 Manjoi,Manjoi,57817,48194,253,539
Perak,N.24 Hulu Kinta,Hulu Kinta,49946,40659,339,859
Perak,N.25 Canning,Canning,32215,24603,153,206
Perak,N.26 Tebing Tinggi,Tebing Tinggi,26052,21094,191,231
Perak,N.27 Pasir Pinji,Pasir Pinji,33219,26010,102,200
Perak,N.28 Bercham,Bercham,36116,29039,162,292
Perak,N.29 Kepayang,Kepayang,20864,15560,39,182
Perak,N.30 Buntong,Buntong,27894,22259,388,371
Perak,N.31 Jelapang,Jelapang,24729,19910,67,206
Perak,N.32 Menglembu,Menglembu,29743,23579,145,222
Perak,N.33 Tronoh,Tronoh,26927,20299,60,285
Perak,N.34 Bukit Chandan,Bukit Chandan,17311,14882,492,253
Perak,N.35 Manong,Manong,19643,16660,486,207
Perak,N.36 Pengkalan Baharu,Pengkalan Baharu,18076,14280,197,302
Perak,N.37 Pantai Remis,Pantai Remis,32346,24477,79,498
Perak,N.38 Astaka,Astaka,29372,22847,70,325
Perak,N.39 Belanja,Belanja,14946,12140,53,187
Perak,N.40 Bota,Bota,20964,17409,81,258
Perak,N.41 Malim Nawar,Malim Nawar,22918,17041,49,319
Perak,N.42 Keranji,Keranji,21605,16363,46,214
Perak,N.43 Tualang Sekah,Tualang Sekah,24913,20161,115,449
Perak,N.44 Sungai Rapat,Sungai Rapat,31878,26346,199,284
Perak,N.45 Simpang Pulai,Simpang Pulai,43055,35094,176,228
Perak,N.46 Teja,Teja,24234,19131,80,321
Perak,N.47 Chenderiang,Chenderiang,22591,17441,56,365
Perak,N.48 Ayer Kuning,Ayer Kuning,24537,19668,71,409
Perak,N.49 Sungai Manik,Sungai Manik,26310,21309,82,396
Perak,N.50 Kampong Gajah,Kampong Gajah,28361,23198,83,547
Perak,N.51 Pasir Panjang,Pasir Panjang,42402,35494,202,470
Perak,N.52 Pangkor,Pangkor,24755,19547,151,628
Perak,N.53 Rungkup,Rungkup,16067,12746,46,281
Perak,N.54 Hutan Melintang,Hutan Melintang,31242,25048,124,593
Perak,N.55 Pasir Bedamar,Pasir Bedamar,31439,25699,94,226
Perak,N.56 Changkat Jong,Changkat Jong,35048,28893,116,578
Perak,N.57 Sungkai,Sungkai,17128,13612,52,286
Perak,N.58 Slim,Slim,23377,19060,136,350
Perak,N.59 Behrang,Behrang,27963,22938,61,412
