state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perak,N.01 Grik,Grik,13008,10170,0,935
Perak,N.02 Lenggong,Lenggong,13676,10689,0,524
Perak,N.03 Selama,Selama,15573,11697,0,722
Perak,N.04 Larut,Larut,16091,11372,0,791
Perak,N.05 Parit Buntar,Parit Buntar,14086,10600,0,591
Perak,N.06 Kuala Kurau,Kuala Kurau,16399,12365,0,781
Perak,N.07 Bagan Serai,Bagan Serai,14961,10772,0,1053
Perak,N.08 Gunong Semanggol,Gunong Semanggol,14546,11155,0,797
Perak,N.09 Taiping,Taiping,21944,15325,0,1163
Perak,N.10 Matang,Matang,25528,17348,0,1304
Perak,N.11 Sungei Manik,Sungei Manik,8836,6437,0,697
Perak,N.12 Bandar,Bandar,8869,6580,0,610
Perak,N.13 Senggang,Senggang,16266,11171,0,998
Perak,N.14 Padang Rengas,Padang Rengas,16801,12064,0,1088
Perak,N.15 Karai,Karai,9641,7049,0,403
Perak,N.16 Jalong,Jalong,12061,9484,0,446
Perak,N.17 Blanja,Blanja,14386,10699,0,723
Perak,N.18 Kampong Gajah,Kampong Gajah,10882,8153,0,565
Perak,N.19 Pengkalan Bharu,Pengkalan Bharu,13659,9787,0,1458
Perak,N.20 Ayer Tawar,Ayer Tawar,15762,11486,0,816
Perak,N.21 Lekir,Lekir,12546,9493,0,643
Perak,N.22 Lumut,Lumut,15384,10996,0,596
Perak,N.23 Pekan Lama,Pekan Lama,19945,14422,0,604
Perak,N.24 Pekan Bharu,Pekan Bharu,20773,15617,0,648
Perak,N.25 Pasir Puteh,Pasir Puteh,26223,19115,0,823
Perak,N.26 Kuala Pari,Kuala Pari,25690,18029,0,832
Perak,N.27 Chemor,Chemor,13511,10373,0,610
Perak,N.28 Sungei Raja,Sungei Raja,10964,8720,0,519
Perak,N.29 Tanjong Tualang,Tanjong Tualang,10016,8139,0,377
Perak,N.30 Pusing,Pusing,17065,12961,0,869
Perak,N.31 Gopeng,Gopeng,17515,13200,0,995
Perak,N.32 Kuala Dipang,Kuala Dipang,23012,17554,0,827
Perak,N.33 Bidor,Bidor,12308,9007,0,884
Perak,N.34 Slim,Slim,13987,9047,0,577
Perak,N.35 Batak Rabit,Batak Rabit,13937,9758,0,705
Perak,N.36 Pasir Bedamar,Pasir Bedamar,21538,13901,0,709
Perak,N.37 Rungkup,Rungkup,13873,10296,0,1068
Perak,N.38 Hutan Melintang,Hutan Melintang,12364,8008,0,1058
Perak,N.39 Tapah Road,Tapah Road,10304,7650,0,592
Perak,N.40 Tapah,Tapah,9642,7235,0,534
