state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Johor,N.01 Buloh Kasap,Buloh Kasap,15440,10986,0,374
Johor,N.02 Jementah,Jementah,25543,17993,0,370
Johor,N.03 Pemanis,Pemanis,19015,14046,0,322
Johor,N.04 Kemelah,Kemelah,14579,11031,0,260
Johor,N.05 Tenang,Tenang,14146,10183,11,379
Johor,N.06 Bekok,Bekok,18372,12891,14,306
Johor,N.07 Bukit Serampang,Bukit Serampang,19216,14253,13,340
Johor,N.08 Jorak,Jorak,20956,15278,25,372
Johor,N.09 Gambir,Gambir,18496,13656,12,373
Johor,N.10 Tangkak,Tangkak,18374,13190,23,460
Johor,N.11 Serom,Serom,20305,14838,20,347
Johor,N.12 Bentayan,Bentayan,21624,15562,338,338
Johor,N.13 Sungai Abong,Sungai Abong,20104,15103,372,372
Johor,N.14 Bukit Naning,Bukit Naning,13710,10952,156,348
Johor,N.15 Maharani,Maharani,23466,16237,64,373
Johor,N.16 Sungai Balang,Sungai Balang,18664,13593,19,377
Johor,N.17 Semerah,Semerah,29088,21290,35,494
Johor,N.18 Sri Medan,Sri Medan,21046,16769,22,434
Johor,N.19 Yong Peng,Yong Peng,17094,12869,0,492
Johor,N.20 Semarang,Semarang,15710,12351,0,303
Johor,N.21 Parit Yaani,Parit Yaani,18580,13794,0,0
Johor,N.22 Parit Raja,Parit Raja,17227,13164,0,0
Johor,N.23 Penggaram,Penggaram,32938,24598,112,1394
Johor,N.24 Senggarang,Senggarang,19820,0,0,0
Johor,N.25 Rengit,Rengit,15657,10906,0,315
Johor,N.26 Machap,Machap,17360,12988,16,351
Johor,N.27 Layang-Layang,Layang–Layang,16880,11900,110,439
Johor,N.28 Mengkibol,Mengkibol,34714,25970,101,592
Johor,N.29 Mahkota,Mahkota,32761,24829,588,1089
Johor,N.30 Paloh,Paloh,15871,11153,13,384
Johor,N.31 Kahang,Kahang,14896,11729,12,296
Johor,N.32 Endau,Endau,16842,11649,13,244
Johor,N.33 Tenggaroh,Tenggaroh,17048,12833,21,275
Johor,N.34 Panti,Panti,13683,10853,28,185
Johor,N.35 Pasir Raja,Pasir Raja,16136,12203,63,301
Johor,N.36 Sedili,Sedili,18070,13861,25,228
Johor,N.37 Johor Lama,Johor Lama,15192,11258,39,192
Johor,N.38 Penawar,Penawar,15549,0,0,0
Johor,N.39 Tanjong Surat,Tanjong Surat,15408,11375,258,193
Johor,N.40 Tiram,Tiram,29463,21900,9,522
Johor,N.41 Puteri Wangsa,Puteri Wangsa,23181,17363,19,330
Johor,N.42 Johor Jaya,Johor Jaya,33299,25331,144,626
Johor,N.43 Permas,Permas,27872,20838,5,374
Johor,N.44 Tanjong Puteri,Tanjong Puteri,47598,33127,0,421
Johor,N.45 Stulang,Stulang,43510,29972,658,741
Johor,N.46 Pengkalan Rinting,Pengkalan Rinting,41909,28305,40,541
Johor,N.47 Kempas,Kempas,31347,22644,16,370
Johor,N.48 Skudai,Skudai,40268,29539,24,562
Johor,N.49 Nusa Jaya,Nusa Jaya,29755,22758,35,595
Johor,N.50 Bukit Permai,Bukit Permai,14098,10932,6,364
Johor,N.51 Bukit Batu,Bukit Batu,17705,13821,12,442
Johor,N.52 Senai,Senai,30470,22983,26,483
Johor,N.53 Benut,Benut,19478,14698,16,437
Johor,N.54 Pulai Sebatang,Pulai Sebatang,24899,18751,103,467
Johor,N.55 Pekan Nenas,Pekan Nenas,26607,20309,0,681
Johor,N.56 Kukup,Kukup,17968,13626,0,479
