state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kedah,N.01 Ayer Hangat,Ayer Hangat,15213,12659,6,262
Kedah,N.02 Kuah,Kuah,12767,10186,34,197
Kedah,N.03 Kota Siputeh,Kota Siputeh,19209,15884,0,229
Kedah,N.04 Ayer Hitam,Ayer Hitam,24939,20935,0,277
Kedah,N.05 Bukit Kayu Hitam,Bukit Kayu Hitam,23463,20333,1020,395
Kedah,N.06 Jitra,Jitra,26131,21269,59,372
Kedah,N.07 Kuala Nerang,Kuala Nerang,16766,14432,6,244
Kedah,N.08 Pedu,Pedu,15646,13657,0,188
Kedah,N.09 Bukit Lada,Bukit Lada,22201,18848,0,305
Kedah,N.10 Bukit Pinang,Bukit Pinang,22617,18479,0,144
Kedah,N.11 Derga,Derga,21254,15677,0,185
Kedah,N.12 Bakar Bata,Bakar Bata,21617,16369,33,191
Kedah,N.13 Kota Darul Aman,Kota Darul Aman,16207,11232,27,235
Kedah,N.14 Alor Mengkudu,Alor Mengkudu,19489,15545,0,182
Kedah,N.15 Anak Bukit,Anak Bukit,24523,20641,38,219
Kedah,N.16 Kubang Rotan,Kubang Rotan,27329,21415,31,389
Kedah,N.17 Pengkalan Kundor,Pengkalan Kundor,26939,22120,98,283
Kedah,N.18 Tokai,Tokai,29254,25642,19,222
Kedah,N.19 Sungai Tiang,Sungai Tiang,27926,24084,53,385
Kedah,N.20 Sungai Limau,Sungai Limau,24820,20952,0,268
Kedah,N.21 Guar Chempedak,Guar Chempedak,17895,14153,0,221
Kedah,N.22 Gurun,Gurun,21081,15808,0,685
Kedah,N.23 Belantek,Belantek,17314,14787,6,212
Kedah,N.24 Jeneri,Jeneri,19722,16913,11,280
Kedah,N.25 Bukit Selambau,Bukit Selambau,30322,23383,70,496
Kedah,N.26 Tanjong Dawai,Tanjong Dawai,27600,21715,1,643
Kedah,N.27 Pantai Merdeka,Pantai Merdeka,24746,21072,0,249
Kedah,N.28 Bakar Arang,Bakar Arang,26326,19778,0,269
Kedah,N.29 Sidam,Sidam,19848,14799,0,359
Kedah,N.30 Bayu,Bayu,27583,23270,55,293
Kedah,N.31 Kupang,Kupang,24659,20454,22,296
Kedah,N.32 Kuala Ketil,Kuala Ketil,22456,18473,0,289
Kedah,N.33 Merbau Pulas,Merbau Pulas,25958,20687,0,452
Kedah,N.34 Lunas,Lunas,27967,22615,0,418
Kedah,N.35 Kulim,Kulim,27147,20778,509,640
Kedah,N.36 Bandar Baharu,Bandar Baharu,22877,18060,24,410
