state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Pulau Pinang,N.01 Penaga,Penaga,14268,12314,5,170
Pulau Pinang,N.02 Bertam,Bertam,13660,11233,36,261
Pulau Pinang,N.03 Pinang Tunggal,Pinang Tunggal,15091,12782,3,318
Pulau Pinang,N.04 Permatang Berangan,Permatang Berangan,15174,12806,8,193
Pulau Pinang,N.05 Sungai Dua,Sungai Dua,14722,12485,14,164
Pulau Pinang,N.06 Telok Ayer Tawar,Telok Ayer Tawar,14570,11705,20,199
Pulau Pinang,N.07 Sungai Puyu,Sungai Puyu,20708,17061,2,210
Pulau Pinang,N.08 Bagan Jermal,Bagan Jermal,21483,16579,7,247
Pulau Pinang,N.09 Bagan Dalam,Bagan Dalam,17194,12584,23,291
Pulau Pinang,N.10 Seberang Jaya,Seberang Jaya,22678,18492,13,222
Pulau Pinang,N.11 Permatang Pasir,Permatang Pasir,20350,16803,1,227
Pulau Pinang,N.12 Penanti,Penanti,15421,12666,9,184
Pulau Pinang,N.13 Berapit,Berapit,19895,15530,13,197
Pulau Pinang,N.14 Machang Bubuk,Machang Bubuk,22424,18279,6,349
Pulau Pinang,N.15 Padang Lalang,Padang Lalang,21761,17009,4,206
Pulau Pinang,N.16 Perai,Perai,14175,10651,0,180
Pulau Pinang,N.17 Bukit Tengah,Bukit Tengah,14995,11835,10,257
Pulau Pinang,N.18 Bukit Tambun,Bukit Tambun,18208,14826,10,235
Pulau Pinang,N.19 Jawi,Jawi,20167,16101,0,413
Pulau Pinang,N.20 Sungai Bakap,Sungai Bakap,15026,12087,2,200
Pulau Pinang,N.21 Sungai Acheh,Sungai Acheh,12347,9939,5,162
Pulau Pinang,N.22 Tanjong Bunga,Tanjong Bunga,16910,12359,32,220
Pulau Pinang,N.23 Air Putih,Air Putih,12454,9288,17,130
Pulau Pinang,N.24 Kebun Bunga,Kebun Bunga,18458,13721,1,231
Pulau Pinang,N.25 Pulau Tikus,Pulau Tikus,16723,11766,14,168
Pulau Pinang,N.26 Padang Kota,Padang Kota,16704,11507,50,220
Pulau Pinang,N.27 Pengkalan Kota,Pengkalan Kota,19508,15090,2,195
Pulau Pinang,N.28 Komtar,Komtar,16976,12135,40,203
Pulau Pinang,N.29 Datok Keramat,Datok Keramat,19588,14444,1,308
Pulau Pinang,N.30 Sungai Pinang,Sungai Pinang,19368,14604,4,235
Pulau Pinang,N.31 Batu Lancang,Batu Lancang,22225,17319,3,171
Pulau Pinang,N.32 Seri Delima,Seri Delima,20510,14915,22,217
Pulau Pinang,N.33 Air Itam,Air Itam,16721,12260,3,182
Pulau Pinang,N.34 Paya Terubong,Paya Terubong,28383,22832,7,250
Pulau Pinang,N.35 Batu Uban,Batu Uban,21483,16214,448,285
Pulau Pinang,N.36 Pantai Jerejak,Pantai Jerejak,17445,12898,0,192
Pulau Pinang,N.37 Batu Maung,Batu Maung,21785,17253,1013,267
Pulau Pinang,N.38 Bayan Lepas,Bayan Lepas,16377,12971,11,233
Pulau Pinang,N.39 Pulau Betong,Pulau Betong,12500,9847,1,160
Pulau Pinang,N.40 Telok Bahang,Telok Bahang,10888,8565,10,152
