state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Selangor,N.01 Sungai Air Tawar,Sungai Air Tawar,16274,13605,30,220
Selangor,N.02 Sabak,Sabak,24589,20417,75,327
Selangor,N.03 Sungai Panjang,Sungai Panjang,30638,26408,71,362
Selangor,N.04 Sekinchan,Sekinchan,18101,15475,41,201
Selangor,N.05 Hulu Bernam,Hulu Bernam,22857,19243,58,323
Selangor,N.06 Kuala Kubu Baharu,Kuala Kubu Baharu,29133,24746,62,310
Selangor,N.07 Batang Kali,Batang Kali,49000,42741,84,492
Selangor,N.08 Sungai Burong,Sungai Burong,24045,20828,98,255
Selangor,N.09 Permatang,Permatang,23153,20358,66,288
Selangor,N.10 Bukit Melawati,Bukit Melawati,26573,23141,57,418
Selangor,N.11 Ijok,Ijok,23073,20167,39,396
Selangor,N.12 Jeram,Jeram,19751,17534,32,193
Selangor,N.13 Kuang,Kuang,26481,22858,125,187
Selangor,N.14 Rawang,Rawang,46125,39481,180,366
Selangor,N.15 Taman Templer,Taman Templer,43570,37111,195,325
Selangor,N.16 Sungai Tua,Sungai Tua,34180,28721,128,277
Selangor,N.17 Gombak Setia,Gombak Setia,55461,47619,263,328
Selangor,N.18 Hulu Kelang,Hulu Kelang,51471,44209,254,239
Selangor,N.19 Bukit Antarabangsa,Bukit Antarabangsa,46537,39296,239,268
Selangor,N.20 Lembah Jaya,Lembah Jaya,45200,38276,148,359
Selangor,N.21 Pandan Indah,Pandan Indah,49063,41331,122,250
Selangor,N.22 Teratai,Teratai,52256,45171,104,273
Selangor,N.23 Dusun Tua,Dusun Tua,49106,42746,257,490
Selangor,N.24 Semenyih,Semenyih,53257,46837,140,546
Selangor,N.25 Kajang,Kajang,62170,55094,164,375
Selangor,N.26 Sungai Ramal,Sungai Ramal,54961,48375,95,356
Selangor,N.27 Balakong,Balakong,61659,54384,226,286
Selangor,N.28 Seri Kembangan,Seri Kembangan,43611,39019,581,265
Selangor,N.29 Seri Serdang,Seri Serdang,52826,46054,674,15
Selangor,N.30 Kinrara,Kinrara,72399,63536,231,371
Selangor,N.31 Subang Jaya,Subang Jaya,74023,63332,336,332
Selangor,N.32 Seri Setia,Seri Setia,52650,44457,138,411
Selangor,N.33 Taman Medan,Taman Medan,44731,38077,113,390
Selangor,N.34 Bukit Gasing,Bukit Gasing,43539,34080,106,187
Selangor,N.35 Kampung Tunku,Kampung Tunku,48601,38821,107,204
Selangor,N.36 Bandar Utama,Bandar Utama,51504,43084,198,165
Selangor,N.37 Bukit Lanjan,Bukit Lanjan,64217,55732,173,296
Selangor,N.38 Paya Jaras,Paya Jaras,40269,35115,86,307
Selangor,N.39 Kota Damansara,Kota Damansara,50438,43767,131,391
Selangor,N.40 Kota Anggerik,Kota Anggerik,52282,46296,203,279
Selangor,N.41 Batu Tiga,Batu Tiga,55034,47943,111,379
Selangor,N.42 Meru,Meru,39091,34448,74,430
Selangor,N.43 Sementa,Sementa,44516,38815,99,536
Selangor,N.44 Selat Klang,Selat Klang,41376,34571,77,412
Selangor,N.45 Bandar Baru Klang,Bandar Baru Klang,58017,50687,123,540
Selangor,N.46 Pelabuhan Klang,Pelabuhan Klang,33089,28752,54,393
Selangor,N.47 Pandamaran,Pandamaran,57522,49102,99,303
Selangor,N.48 Sentosa,Sentosa,51444,44944,92,344
Selangor,N.49 Sungai Kandis,Sungai Kandis,50800,43585,115,305
Selangor,N.50 Kota Kemuning,Kota Kemuning,46777,40874,112,247
Selangor,N.51 Sijangkang,Sijangkang,39455,34645,68,458
Selangor,N.52 Banting,Banting,31006,27145,55,386
Selangor,N.53 Morib,Morib,31945,27650,86,352
Selangor,N.54 Tanjong Sepat,Tanjong Sepat,24272,21557,65,267
Selangor,N.55 Dengkil,Dengkil,50466,44423,126,465
Selangor,N.56 Sungai Pelek,Sungai Pelek,29770,26109,152,296
