state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,N.01 Peradong,6376,5079,0,149
Negeri Sembilan,N.02 Klawang,6503,4519,0,203
Negeri Sembilan,N.03 Pertang,8022,6005,0,245
Negeri Sembilan,N.04 Sungai Lui,7660,6032,0,232
Negeri Sembilan,N.05 Serting,8288,6039,0,279
Negeri Sembilan,N.06 Batu Kikir,6656,4622,0,173
Negeri Sembilan,N.07 Bahau,10331,7736,0,228
Negeri Sembilan,N.08 Palong,10241,8201,0,221
Negeri Sembilan,N.09 Gemas,9814,7267,0,269
Negeri Sembilan,N.10 Gemencheh,10508,7806,0,363
Negeri Sembilan,N.11 Repah,9002,6620,0,257
Negeri Sembilan,N.12 Kota,8944,6201,0,237
Negeri Sembilan,N.13 Juasseh,8252,5937,0,237
Negeri Sembilan,N.14 Johol,7833,5548,0,393
Negeri Sembilan,N.15 Pilah,11078,7819,0,235
Negeri Sembilan,N.16 Seri Menanti,8270,5515,0,274
Negeri Sembilan,N.17 Lenggeng,15298,11282,0,349
Negeri Sembilan,N.18 Ampangan,12927,9059,0,227
Negeri Sembilan,N.19 Rahang,20787,15317,0,263
Negeri Sembilan,N.20 Sungai Ujong,16559,11459,0,235
Negeri Sembilan,N.21 Labu,10181,7532,0,291
Negeri Sembilan,N.22 Mambau,23506,17231,0,359
Negeri Sembilan,N.23 Jimah,12463,9762,0,332
Negeri Sembilan,N.24 Rantau,10371,7419,0,296
Negeri Sembilan,N.25 Chembong,8714,6097,0,276
Negeri Sembilan,N.26 Linggi,8696,0,0,0
Negeri Sembilan,N.27 Si Rusa,12336,8442,0,248
Negeri Sembilan,N.28 Pasir Panjang,9044,0,0,0
