state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Pengkalan Kubor,Pengkalan Kubor,15486,11166,33,259
Kelantan,N.02 Kelaboran,Kelaboran,15864,11942,64,298
Kelantan,N.03 Pasir Pekan,Pasir Pekan,14852,11445,37,187
Kelantan,N.04 Kijang,Kijang,12993,9640,29,190
Kelantan,N.05 Chempaka,Chempaka,15268,12142,729,628
Kelantan,N.06 Panchor,Panchor,14002,10418,105,260
Kelantan,N.07 Tanjong Mas,Tanjong Mas,19153,13746,49,199
Kelantan,N.08 Kota Lama,Kota Lama,24054,16776,124,336
Kelantan,N.09 Bunut Payong,Bunut Payong,17159,12527,49,140
Kelantan,N.10 Wakaf Bharu,Wakaf Bharu,17007,13445,172,297
Kelantan,N.11 Tedong,Tedong,14446,11208,32,253
Kelantan,N.12 Pengkalan Pasir,Pengkalan Pasir,16936,12371,77,272
Kelantan,N.13 Meranti,Meranti,11819,8235,30,161
Kelantan,N.14 Gual Periok,Gual Periok,16606,11220,51,367
Kelantan,N.15 Bukit Tuku,Bukit Tuku,14329,9784,21,247
Kelantan,N.16 Salor,Salor,13876,10623,38,239
Kelantan,N.17 Pasir Tumbuh,Pasir Tumbuh,12407,9461,28,147
Kelantan,N.18 Kenali,Kenali,18036,13564,37,223
Kelantan,N.19 Tawang,Tawang,15645,12335,20,271
Kelantan,N.20 Perupok,Perupok,16222,12406,4,280
Kelantan,N.21 Jelawat,Jelawat,18117,14293,49,359
Kelantan,N.22 Melor,Melor,14405,11007,22,234
Kelantan,N.23 Kadok,Kadok,12859,9976,17,195
Kelantan,N.24 Ketereh,Ketereh,14984,12453,252,1028
Kelantan,N.25 Chetok,Chetok,13224,9593,21,247
Kelantan,N.26 Bukit Panau,Bukit Panau,15787,12140,43,221
Kelantan,N.27 Gual Ipoh,Gual Ipoh,11895,9252,10,194
Kelantan,N.28 Selising,Selising,14136,10547,13,281
Kelantan,N.29 Limbongan,Limbongan,15812,11852,71,228
Kelantan,N.30 Semerak,Semerak,12178,9629,1,222
Kelantan,N.31 Gaal,Gaal,12020,9275,23,186
Kelantan,N.32 Pulai Chondong,Pulai Chondong,12645,9596,27,200
Kelantan,N.33 Banggol Judah,Banggol Judah,14039,10736,36,190
Kelantan,N.34 Kemuning,Kemuning,12533,9588,20,152
Kelantan,N.35 Kemahang,Kemahang,12963,10780,100,228
Kelantan,N.36 Air Lanas,Air Lanas,11186,8884,51,162
Kelantan,N.37 Pergau,Pergau,9074,7371,32,224
Kelantan,N.38 Guchil,Guchil,12658,9257,53,163
Kelantan,N.39 Mengkebang,Mengkebang,13310,10669,17,289
Kelantan,N.40 Manek Urai,Manek Urai,10412,7778,13,212
Kelantan,N.41 Dabong,Dabong,7283,5723,46,225
Kelantan,N.42 Paloh,Paloh,9591,8034,7,355
Kelantan,N.43 Galas,Galas,11231,7953,57,472
