state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sarawak,N.01 Opar,Opar,9714,7419,41,57
Sarawak,N.02 Tasik Biru,Tasik Biru,17041,12797,44,197
Sarawak,N.03 Tanjong Datu,Tanjong Datu,9899,6936,31,77
Sarawak,N.04 Pantai Damai,Pantai Damai,18409,12851,54,221
Sarawak,N.05 Demak Laut,Demak Laut,13830,9879,44,139
Sarawak,N.06 Tupong,Tupong,21499,14061,79,153
Sarawak,N.07 Samariang,Samariang,18250,12397,70,108
Sarawak,N.08 Satok,Satok,13550,8803,44,96
Sarawak,N.09 Padungan,Padungan,22301,14602,14,78
Sarawak,N.10 Pending,Pending,30488,20038,17,125
Sarawak,N.11 Batu Lintang,Batu Lintang,28105,17613,41,110
Sarawak,N.12 Kota Sentosa,Kota Sentosa,25761,17495,24,196
Sarawak,N.13 Batu Kitang,Batu Kitang,17494,12256,31,135
Sarawak,N.14 Batu Kawah,Batu Kawah,16991,12042,55,135
Sarawak,N.15 Asajaya,Asajaya,10967,8371,16,107
Sarawak,N.16 Muara Tuang,Muara Tuang,16186,12688,60,269
Sarawak,N.17 Stakan,Stakan,14846,10839,55,186
Sarawak,N.18 Serembu,Serembu,9065,7002,19,138
Sarawak,N.19 Mambong,Mambong,17467,11904,70,200
Sarawak,N.20 Tarat,Tarat,16391,11748,55,214
Sarawak,N.21 Tebedu,Tebedu,11521,8701,36,144
Sarawak,N.22 Kedup,Kedup,10370,8000,17,105
Sarawak,N.23 Bukit Semuja,Bukit Semuja,13365,9452,195,117
Sarawak,N.24 Sadong Jaya,Sadong Jaya,6749,4874,20,80
Sarawak,N.25 Simunjan,Simunjan,7774,5915,27,123
Sarawak,N.26 Gedong,Gedong,7087,5297,26,112
Sarawak,N.27 Sebuyau,Sebuyau,9041,6620,18,118
Sarawak,N.28 Lingga,Lingga,8988,6350,0,113
Sarawak,N.29 Beting Maro,Beting Maro,10474,8035,19,104
Sarawak,N.30 Balai Ringin,Balai Ringin,9945,7794,0,87
Sarawak,N.31 Bukit Begunan,Bukit Begunan,9389,6547,17,125
Sarawak,N.32 Simanggang,Simanggang,11472,8205,47,83
Sarawak,N.33 Engkilili,Engkilili,10682,7888,23,73
Sarawak,N.34 Batang Ai,Batang Ai,9492,6716,18,116
Sarawak,N.35 Saribas,Saribas,9879,7883,277,112
Sarawak,N.36 Layar,Layar,9094,6582,34,114
Sarawak,N.37 Bukit Saban,Bukit Saban,8897,6584,27,108
Sarawak,N.38 Kalaka,Kalaka,7327,5247,24,82
Sarawak,N.39 Krian,Krian,11959,9247,53,58
Sarawak,N.40 Kabong,Kabong,9287,6708,34,121
Sarawak,N.41 Kuala Rajang,Kuala Rajang,10259,7227,37,153
Sarawak,N.42 Semop,Semop,9617,6331,24,139
Sarawak,N.43 Daro,Daro,8491,5734,17,147
Sarawak,N.44 Jemoreng,Jemoreng,9699,6729,30,133
Sarawak,N.45 Repok,Repok,20263,14503,28,145
Sarawak,N.46 Meradong,Meradong,16882,12413,34,165
Sarawak,N.47 Pakan,Pakan,10322,7993,8,128
Sarawak,N.48 Meluan,Meluan,13103,9140,22,127
Sarawak,N.49 Ngemah,Ngemah,8899,6396,21,114
Sarawak,N.50 Machan,Machan,10947,7704,20,155
Sarawak,N.51 Bukit Assek,Bukit Assek,28341,18881,40,180
Sarawak,N.52 Dudong,Dudong,29028,21183,42,219
Sarawak,N.53 Bawang Assan,Bawang Assan,18340,14801,21,149
Sarawak,N.54 Pelawan,Pelawan,32233,22628,59,174
Sarawak,N.55 Nangka,Nangka,18605,12613,37,186
Sarawak,N.56 Dalat,Dalat,11440,8080,46,150
Sarawak,N.57 Tellian,Tellian,8914,5858,22,83
Sarawak,N.58 Balingian,Balingian,7967,5552,10,90
Sarawak,N.59 Tamin,Tamin,14948,11508,10,169
Sarawak,N.60 Kakus,Kakus,12953,9589,7,203
Sarawak,N.61 Pelagus,Pelagus,7186,4665,12,60
Sarawak,N.62 Katibas,Katibas,9666,6454,14,131
Sarawak,N.63 Bukit Goram,Bukit Goram,11510,6762,46,110
Sarawak,N.64 Baleh,Baleh,9624,5820,14,55
Sarawak,N.65 Belaga,Belaga,7096,4674,11,51
Sarawak,N.66 Murum,Murum,8242,6219,20,153
Sarawak,N.67 Jepak,Jepak,13789,9369,14,140
Sarawak,N.68 Tanjong Batu,Tanjong Batu,19674,13619,14,96
Sarawak,N.69 Kemena,Kemena,12991,9694,3,175
Sarawak,N.70 Samalaju,Samalaju,13251,9026,11,120
Sarawak,N.71 Bekenu,Bekenu,12250,8540,32,125
Sarawak,N.72 Lambir,Lambir,17533,11148,15,205
Sarawak,N.73 Piasau,Piasau,21120,13634,25,123
Sarawak,N.74 Pujut,Pujut,26202,17098,32,139
Sarawak,N.75 Senadin,Senadin,27874,18358,34,167
Sarawak,N.76 Marudi,Marudi,14858,9807,21,131
Sarawak,N.77 Telang Usan,Telang Usan,10000,6388,11,82
Sarawak,N.78 Mulu,Mulu,8600,5356,9,111
Sarawak,N.79 Bukit Kota,Bukit Kota,0,0,0,0
Sarawak,N.80 Batu Danau,Batu Danau,8657,5909,13,103
Sarawak,N.81 Ba`kelalan,Ba`kelalan,7375,5229,16,35
Sarawak,N.82 Bukit Sari,Bukit Sari,0,0,0,0
