state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Melaka,N.01 Kuala Linggi,Kuala Linggi,8933,7105,9,137
Melaka,N.02 Tanjung Bidara,Tanjung Bidara,7613,6143,16,103
Melaka,N.03 Ayer Limau,Ayer Limau,8737,6667,16,138
Melaka,N.04 Lendu,Lendu,7978,6152,76,113
Melaka,N.05 Taboh Naning,Taboh Naning,7345,5648,19,130
Melaka,N.06 Rembia,Rembia,10946,8613,31,214
Melaka,N.07 Gadek,Gadek,10749,7878,14,228
Melaka,N.08 Machap,Machap,10358,7986,10,201
Melaka,N.09 Durian Tunggal,Durian Tunggal,8919,7343,12,173
Melaka,N.10 Asahan,Asahan,13125,10039,16,301
Melaka,N.11 Sungai Udang,Sungai Udang,15488,14157,935,663
Melaka,N.12 Pantai Kundor,Pantai Kundor,11889,9251,0,152
Melaka,N.13 Paya Rumput,Paya Rumput,16569,13578,67,243
Melaka,N.14 Kelebang,Kelebang,16222,12641,62,700
Melaka,N.15 Bachang,Bachang,23153,18834,379,498
Melaka,N.16 Ayer Keroh,Ayer Keroh,24504,19953,63,477
Melaka,N.17 Bukit Baru,Bukit Baru,15904,12845,52,213
Melaka,N.18 Ayer Molek,Ayer Molek,12216,10291,34,170
Melaka,N.19 Kesidang,Kesidang,16472,13325,21,221
Melaka,N.20 Kota Laksamana,Kota Laksamana,18930,15055,15,196
Melaka,N.21 Duyong,Duyong,15585,12331,0,253
Melaka,N.22 Bandar Hilir,Bandar Hilir,18771,14421,0,151
Melaka,N.23 Telok Mas,Telok Mas,15047,12274,35,220
Melaka,N.24 Bemban,Bemban,13544,10547,36,590
Melaka,N.25 Rim,Rim,9288,7146,12,139
Melaka,N.26 Serkam,Serkam,13636,11363,15,173
Melaka,N.27 Merlimau,Merlimau,10471,7977,20,149
Melaka,N.28 Sungai Rambai,Sungai Rambai,9182,7616,7,131
