state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Perlis,N.01 Titi Tinggi,Titi Tinggi,6887,5593,196,253
Perlis,N.02 Beseri,Beseri,6645,5222,0,109
Perlis,N.03 Chuping,Chuping,7802,6797,1,122
Perlis,N.04 Mata Ayer,Mata Ayer,5557,4563,28,56
Perlis,N.05 Santan,Santan,7008,6063,0,73
Perlis,N.06 Bintong,Bintong,7850,6757,6,107
Perlis,N.07 Sena,Sena,7979,6496,6,72
Perlis,N.08 Indera Kayangan,Indera Kayangan,9314,7261,35,304
Perlis,N.09 Kuala Perlis,Kuala Perlis,8024,6326,5,155
Perlis,N.10 Kayang,Kayang,7349,6256,55,118
Perlis,N.11 Pauh,Pauh,7601,6184,0,179
Perlis,N.12 Tambun Tulang,Tambun Tulang,8447,7208,5,101
Perlis,N.13 Guar Sanji,Guar Sanji,7765,6708,0,97
Perlis,N.14 Simpang Empat,Simpang Empat,6554,5447,0,133
Perlis,N.15 Sanglang,Sanglang,7700,6408,0,11
