state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Negeri Sembilan,N.01 Sri Menanti,Sri Menanti,7108,5820,0,229
Negeri Sembilan,N.02 Johol,Johol,5957,4925,0,323
Negeri Sembilan,N.03 Ulu Muar,Ulu Muar,6446,5371,0,298
Negeri Sembilan,N.04 Pilah,Pilah,6624,5388,0,201
Negeri Sembilan,N.05 Rantau,Rantau,6456,5201,0,229
Negeri Sembilan,N.06 Sungei Ujong,Sungei Ujong,13007,9630,0,301
Negeri Sembilan,N.07 Rahang,Rahang,9541,7755,0,218
Negeri Sembilan,N.08 Terentang,Terentang,5114,4060,0,228
Negeri Sembilan,N.09 Kota,Kota,6034,5013,0,207
Negeri Sembilan,N.10 Tampin,Tampin,6869,5741,0,180
Negeri Sembilan,N.11 Gemas,Gemas,4970,4066,0,185
Negeri Sembilan,N.12 Jimah,Jimah,5154,3962,0,290
Negeri Sembilan,N.13 Lukut,Lukut,2650,2032,0,120
Negeri Sembilan,N.14 Si Rusa,Si Rusa,6070,4544,0,170
Negeri Sembilan,N.15 Pasir Panjang,Pasir Panjang,4792,3889,0,160
Negeri Sembilan,N.16 Linggi,Linggi,3417,2808,0,203
Negeri Sembilan,N.17 Kuala Klawang,Kuala Klawang,6771,5559,0,215
Negeri Sembilan,N.18 Pertang,Pertang,4139,3566,0,119
Negeri Sembilan,N.19 Bahau,Bahau,6012,4777,0,205
Negeri Sembilan,N.20 Rompin,Rompin,5417,3986,0,238
Negeri Sembilan,N.21 Jempol,Jempol,4808,4103,0,167
Negeri Sembilan,N.22 Lenggeng,Lenggeng,8214,6790,0,279
Negeri Sembilan,N.23 Labu,Labu,6353,4985,0,192
Negeri Sembilan,N.24 Bukit Nanas,Bukit Nanas,10191,7839,0,281
