state,dun,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Sabah,N.01 Banggi,7650,5507,228,93
Sabah,N.02 Kudat,17977,13083,3,112
Sabah,N.03 Bengkoka,10384,7139,0,110
Sabah,N.04 Matunggong,11627,8979,5,95
Sabah,N.05 Tandek,13864,10688,11,131
Sabah,N.06 Tempasuk,12239,10149,222,134
Sabah,N.07 Kadamaian,11536,9539,7,73
Sabah,N.08 Usukan,14526,11658,6,128
Sabah,N.09 Tamparuli,13487,10635,32,64
Sabah,N.10 Sulaman,13968,10810,11,115
Sabah,N.11 Kiulu,8974,6829,2,56
Sabah,N.12 Inanam,21433,15766,0,97
Sabah,N.13 Likas,25976,17728,8,268
Sabah,N.14 Api-Api,23107,16277,22,106
Sabah,N.15 Sembulan,18616,12937,6,127
Sabah,N.16 Moyog,22616,17887,58,95
Sabah,N.17 Petagas,23152,17721,1475,483
Sabah,N.18 Kawang,15458,12359,5,85
Sabah,N.19 Pantai Manis,16132,13102,244,77
Sabah,N.20 Bongawan,13659,10513,8,63
Sabah,N.21 Kuala Penyu,12066,9705,0,140
Sabah,N.22 Klias,15073,11416,17,119
Sabah,N.23 Lumadan,10648,8299,14,132
Sabah,N.24 Sindumin,12070,8919,4,75
Sabah,N.25 Kundasang,11539,8968,0,112
Sabah,N.26 Ranau,14542,11317,6,113
Sabah,N.27 Tambunan,11086,9325,3,105
Sabah,N.28 Bingkor,19009,13764,20,117
Sabah,N.29 Pensiangan,10240,7306,0,101
Sabah,N.30 Melalap,16607,12088,3,105
Sabah,N.31 Kemabong,11140,8993,2,71
Sabah,N.32 Sugut,7182,4996,0,101
Sabah,N.33 Labuk,11556,8787,22,171
Sabah,N.34 Sungai Sibuga,22754,14808,230,303
Sabah,N.35 Sekong,12161,7133,3,92
Sabah,N.36 Elopura,17144,11785,9,131
Sabah,N.37 Tanjong Papat,14457,9713,48,86
Sabah,N.38 Karamunting,14608,10208,216,168
Sabah,N.39 Sukau,11245,6697,0,147
Sabah,N.40 Kuamut,10362,7541,25,82
Sabah,N.41 Kunak,14661,9413,6,172
Sabah,N.42 Lahad Datu,28110,18127,69,218
Sabah,N.43 Sulabayan,10673,7355,0,142
Sabah,N.44 Senallang,14556,9939,13,137
Sabah,N.45 Balung,16230,10571,1,120
Sabah,N.46 Merotai,19515,12732,9,101
Sabah,N.47 Kalabakan,14094,9819,531,224
Sabah,N.48 Sri Tanjong,26981,17902,50,117
