state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Johor,N.01 Endau,Endau,6698,4941,0,116
Johor,N.02 Mersing,Mersing,5498,4320,0,126
Johor,N.03 Kota Tinggi,Kota Tinggi,5542,3906,0,83
Johor,N.04 Johore Lama,Johore Lama,5444,3984,0,94
Johor,N.05 Plentong,Plentong,7515,5706,0,206
Johor,N.06 Tanjong Petri,Tanjong Petri,8403,6035,0,70
Johor,N.07 Tampoi,Tampoi,9146,6277,0,183
Johor,N.08 Gelang Patah,Gelang Patah,6752,5334,0,200
Johor,N.09 Pontian Dalam,Pontian Dalam,9679,7475,0,174
Johor,N.10 Benut,Benut,11440,8935,0,518
Johor,N.11 Rengit,Rengit,10910,8944,0,239
Johor,N.12 Senai-Kulai,Senai-Kulai,7547,5997,0,126
Johor,N.13 Rengam,Rengam,9333,6429,0,368
Johor,N.14 Gunong Lambak,Gunong Lambak,6777,5311,0,171
Johor,N.15 Sri Lalang,Sri Lalang,6806,5006,0,66
Johor,N.16 Bandar Sri Penggaram,Bandar Sri Penggaram,8245,5782,0,79
Johor,N.17 Pontian Kechil,Pontian Kechil,0,0,0,0
Johor,N.18 Broleh,Broleh,12845,9757,0,133
Johor,N.19 Ayer Hitam,Ayer Hitam,11499,8472,0,110
Johor,N.20 Tanjong Sembrong,Tanjong Sembrong,11343,8515,0,179
Johor,N.21 Simpang Kiri,Simpang Kiri,12613,9584,0,174
Johor,N.22 Parit Jawa,Parit Jawa,13093,10302,0,218
Johor,N.23 Parit Bakar,Parit Bakar,10122,7172,0,103
Johor,N.24 Bandar Maharani,Bandar Maharani,12762,9661,0,91
Johor,N.25 Serom,Serom,11395,9518,0,141
Johor,N.26 Tangkak,Tangkak,10115,7241,0,247
Johor,N.27 Jorak,Jorak,11197,8660,0,188
Johor,N.28 Bukit Serampang,Bukit Serampang,8853,7265,0,196
Johor,N.29 Bandar Segamat,Bandar Segamat,7505,6116,0,90
Johor,N.30 Batu Anam,Batu Anam,7539,6303,0,170
Johor,N.31 Bekok,Bekok,8029,6317,0,178
Johor,N.32 Labis,Labis,7519,5231,0,317
