state,dun,area_name,voters_total,ballots_issued,ballots_not_returned,votes_rejected
Kelantan,N.01 Sampingan,Sampingan,12713,9616,0,232
Kelantan,N.02 Sungei Pinang,Sungei Pinang,13241,9978,0,288
Kelantan,N.03 Wakaf Bharu,Wakaf Bharu,14548,11632,0,345
Kelantan,N.04 Semut Api,Semut Api,13375,10612,0,245
Kelantan,N.05 Kemumin,Kemumin,11795,0,0,0
Kelantan,N.06 Sering,Sering,11546,9626,0,196
Kelantan,N.07 Tendong,Tendong,12898,10393,0,251
Kelantan,N.08 Meranti,Meranti,11035,8701,0,164
Kelantan,N.09 Bandar Pasir Mas,Bandar Pasir Mas,13449,9941,0,97
Kelantan,N.10 Sungei Keladi,Sungei Keladi,18714,13697,0,192
Kelantan,N.11 Telipot,Telipot,16017,11876,0,162
Kelantan,N.12 Kubang Kerian,Kubang Kerian,15507,12045,0,169
Kelantan,N.13 Tawang,Tawang,13272,11286,0,265
Kelantan,N.14 Perupok,Perupok,11359,9394,0,212
Kelantan,N.15 Jelawat,Jelawat,12955,10679,0,182
Kelantan,N.16 Gual Periok,Gual Periok,9424,7274,0,96
Kelantan,N.17 Lemal,Lemal,9140,7145,0,127
Kelantan,N.18 Tok Uban,Tok Uban,9929,8144,0,217
Kelantan,N.19 Salor,Salor,13002,10744,0,186
Kelantan,N.20 Ketereh,Ketereh,11558,9664,0,135
Kelantan,N.21 Peringat,Peringat,11398,9301,0,119
Kelantan,N.22 Bukit Panau,Bukit Panau,11629,9611,0,128
Kelantan,N.23 Lanas,Lanas,10489,8954,0,123
Kelantan,N.24 Gual Ipoh,Gual Ipoh,8929,7577,0,136
Kelantan,N.25 Pulai Chondong,Pulai Chondong,9265,7888,0,142
Kelantan,N.26 Bandar Machang,Bandar Machang,12743,10404,0,199
Kelantan,N.27 Sungei Rasau,Sungei Rasau,7433,6150,0,87
Kelantan,N.28 Selising,Selising,12320,0,0,0
Kelantan,N.29 Bandar Pasir Putih,Bandar Pasir Putih,10601,8157,0,97
Kelantan,N.30 Cherang Ruku,Cherang Ruku,11163,9393,0,112
Kelantan,N.31 Temangan,Temangan,7256,6382,0,95
Kelantan,N.32 Guchil,Guchil,8887,7481,0,156
Kelantan,N.33 Pahi,Pahi,8032,6390,0,136
Kelantan,N.34 Jeli,Jeli,8634,7454,0,131
Kelantan,N.35 Gua Musang,Gua Musang,13574,10395,0,249
Kelantan,N.36 Manek Urai,Manek Urai,10142,8279,0,153
